ObjectId,MeetingType,MeetingDate,Voter,Resolution,Vote,Result
89,Regular Meeting of Council,2/24/2020,Lisa Kearns,Receive and file recreation services report RS-01-20 regarding community development initiatives Beyond Your Front Door and Blue Zones.,Yes,CARRIED
90,Regular Meeting of Council,2/24/2020,Lisa Kearns,"Approve the Framework for Community Recreation in the City of Burlington (""New Framework"") as presented in Appendix A of report PR-11-19 to be the guiding policy document for the department of recreation services; and 
Rescind the following Council approved polices; Leisure Service Delivery Policy (PR-7-00), Community Development (Rec-017), and Gender Equity in the Allocation of Public Recreation Spaces (PR-05-07)",Yes,CARRIED
91,Regular Meeting of Council,2/24/2020,Lisa Kearns,"Suspend the rules of procedure to waive the requirements of notice to allow for a reconsideration of regarding Nelson Quarry Staff Direction (SD-29-19), in accordance with procedure by-law 04-2020, s. 33.",Yes,CARRIED
92,Regular Meeting of Council,2/24/2020,Lisa Kearns,"That Burlington City Council reconsider Nelson Quarry Staff Direction (SD-29-19), approved by Council at its meeting of September 23, 2019. In accordance with procedure by-law 04-2020, s. 43.",Yes,CARRIED
93,Regular Meeting of Council,2/24/2020,Lisa Kearns,,Yes,CARRIED
94,Regular Meeting of Council,2/24/2020,Lisa Kearns,,Yes,CARRIED
95,Regular Meeting of Council,2/24/2020,Lisa Kearns,"Amend Nelson Quarry Staff Direction (SD-29-19) from the Planning and Development Committee meeting of September 10, 2019 and approved at the September 23, 2019 Council meeting, by adding ""by May 2020: to the first paragraph and adding the following two paragraphs to the end of the recommendation:
""Direct the Executive Director of Legal Services & Corporation Counsel to brief Council on pertinent legal matters related to the Nelson Quarry by May 2020; and
Direct the City Manager to develop a detailed communications strategy to ensure the public is well briefed on the quarry process by May 2020.""",Yes,CARRIED
96,Regular Meeting of Council,2/24/2020,Lisa Kearns,"Defer the Mayors Report MO-02-20, regarding a City of Burlington Resolution on Expanded Sale and Consumption of Cannabis in public space to a Special Council meeting on March 9, 2020.",Yes,CARRIED
97,Regular Meeting of Council,2/24/2020,Lisa Kearns,"Approve the Burlington Hydro Board of directors' compensation adjustment as outlined in Burlington Hydro letter dated January 28, 2020, item number CSSRA-01-20, with implementation to take place in the current 2020 calendar year.",Yes,CARRIED
98,Regular Meeting of Council,2/24/2020,Lisa Kearns,Instruct the City Solicitor or her designate to proceed in accordance with the instructions sought in confidential legal department report L-03-20.,Yes,CARRIED
99,Regular Meeting of Council,2/24/2020,Lisa Kearns,"Direct the Director of City Building to report back to the Planning and Development Committee on the land use development application and review process related to the proposed Nelson Quarry expansion, including but not limited to the following by May 2020:

summary of the process including decision points
anticipated timeline for process steps
roles and responsibilities of review agencies
a summary of process and outcomes of the previous proposal for expansion
a summary of any new provincial legislation related to aggregate resources  (SD-29-19); and

Direct the Executive Director of Legal Services & Corporation Counsel to brief Council on pertinent legal matters related to the Nelson Quarry by May 2020; and
Direct the City Manager to develop a detailed communications strategy to ensure the public is well briefed on the quarry process by May 2020.",Yes,CARRIED
100,Regular Meeting of Council,2/24/2020,Lisa Kearns,"Council of the City of Burlington endorses the resolution approved by Halton Regional Council at its meeting held Wednesday, February 12, 2020 respecting the CN's proposed Milton Logistics Hub attached as Appendix A to L-7-20.",Yes,CARRIED
101,Regular Meeting of Council,1/27/2020,Rory Nisan,"Authorize travel of an official delegation to Apeldoorn, the Netherlands in May 2020 to celebrate the 15th anniversary of twinning between the City of Burlington and the City of Apeldoorn, comprised of the Mayor, Councillor liaison to the Mundialization Committee, City Manager or designate, a member of Clerks staff, Chair of the Mundialization Committee and the Chair of the Apeldoorn sub-committee to be funded from the Corporate Mundialization Initiatives account and the Mundialization Reserve Fund; and
Approve the purchase of a commemorative gift up to a value of $2,000 including shipping, as the official gift from Burlington to Apeldoorn on the occasion of the 15th twinning anniversary; and
Approve the purchase of a key to the city to present to the Mayor of Apeldoorn, funded from the Mundialization Committee's budget.",Yes,CARRIED
102,Regular Meeting of Council,1/27/2020,Rory Nisan,Approve the proposed structure for twinning relationships contained in Appendix A of clerks department report CL-02-20.,Yes,CARRIED
103,Regular Meeting of Council,1/27/2020,Rory Nisan,"Approve City of Burlington Procedure By-law 04-2020 attached as Appendix A to clerks department report CL-01-20, amended as follows:

Remove the wording ""(In the event that the EICS Committee meeting goes beyond the hour of 10:30 p.m., the start time of the CPRM Committee meeting will be 10:00 a.m.)"" from section 11.1; and
Change section 28.1 to read ""All meetings will adjourn when Council, or Committee have completed all business listed on the agenda, or at 10:00 p.m., whichever is earlier. No meeting will proceed beyond the hour of 10:00 p.m.""; and
Delete sections 28.2 and 28.3.; and
Replace the entire paragraph in section 4.2 from the procedure by-law update with the following:
The rotation of the Deputy Mayor will be on a quarterly basis, determined by the mayor in consultation with council prior to the start of each calendar year, subject to the provisions of section 4.1 and availability; and
Add a clause into Section 39 that reads as follows:
At the discretion of the Mayor/Chair, City Manager or City Clerk, written delegation material may be requested in advance of the meeting prior to confirming registration as a delegation. Upon review of that material by the Mayor/Chair, City Manager or City Clerk, if it is deemed not applicable to the business of Council or Standing Committee, the delegation will not be registered to speak at the meeting
",Yes,CARRIED
104,Regular Meeting of Council,1/27/2020,Rory Nisan,"Direct the Chief Financial Officer to review the citys Debt Policy taking into consideration commitments and other long-term obligations including those that are financially supported by community groups, partners and/or stakeholders.",Yes,CARRIED
105,Regular Meeting of Council,1/27/2020,Rory Nisan,Direct the City Manager to consider adding a business license review as a candidate project under the audit and accountability fund.,No,LOST
106,Regular Meeting of Council,1/27/2020,Rory Nisan,"Receive the report titled Taking a Closer Look at the Downtown: Preliminary Preferred Concept, January 2020, prepared by SGL Planning & Design and attached as Appendix A to community planning department report PL-02-20; and
Endorse the recommended concept (also referred to as the preliminary preferred concept) as discussed in community planning department report PL-02-20 and in the report titled Taking a Closer Look at the Downtown: Preliminary Preferred Concept, January, 2020, prepared by SGL Planning & Design (Appendix A), amended as follows:

Exclude from endorsement, subject to the considerations in 2, the recommended concept for the lands identified as:

Village Square Precinct V2 sub area; and
Downtown East Precinct located east of Elizabeth Street and south of Lions Park, and the block bounded by John Street, Maria Street, Elizabeth Street, and James Street; and


Direct the Executive Director of Community Planning, Regulation, and Mobility to consider the following during the development of policy modifications to the adopted Official Plan:

appropriate built form;
enhancement of transition provisions in the Downtown East Mixed-Use Precinct, to ensure an appropriate interface with the areas to both the east and the north;
enhancement of provisions to protect the existing character and streetscape of the Downtown East Mixed-Use Precinct, with particular attention to the pedestrian experience on Elizabeth Street;
appropriate built form in the V2 area of Village Square Precinct, with appropriate performance standards to avoid or mitigate potential impacts from new development on the existing low-rise buildings on Martha Street and existing low-rise buildings west of Pearl Street;
policy or mapping-based solutions to acknowledge, protect, and enhance existing community institutions or other private organizations that provide public services or amenities; and




Recognize the need for a transportation corridor through the Mid-Brant Precinct without presupposing that it must be a road, to allow consideration of the appropriate function of the new transportation corridor during the block planning exercise; and
Direct the Executive Director of Community Planning, Regulation and Mobility to consider, during the development of policy modifications to the adopted Official Plan, enhancement of transition provisions in the Upper Brant Mixed-Use Precinct north of Ghent Avenue to ensure an appropriate interface with the established neighbourhoods to the east; and

Direct the Director of Community Planning to prepare detailed modifications to the Adopted Official Plan to implement the recommended concept as discussed in community planning department report PL-02-20 and in the report titled Taking a Closer Look at the Downtown: Preliminary Preferred Concept, January, 2020, prepared by SGL Planning & Design (Appendix A).",Yes,CARRIED
107,Regular Meeting of Council,1/27/2020,Shawna Stolte,"Enact and pass the following by-laws which are now introduced, entitled and numbered as indicated below:",Yes,CARRIED
108,Regular Meeting of Council,1/27/2020,Shawna Stolte,"Approve the request by Coral Gable Custom Homes to remove one City-owned tree (8 cm Honey Locust) from the City's road allowance at 310 Appleby Line to allow driveway access as part of a development application as outlined in roads, parks and forestry department report RPF-01-20; and
Instruct Coral Gable Custom Homes to provide compensation for the tree removal by providing cash in lieu of replacement totaling $800.  The approved appraisal method is aggregate caliper; and
Direct that all associated costs with respect to the removal of the tree will be the responsibility of Coral Gable Custom Homes, and the contractor hired to removed the tree will be approved by the Manager of Urban Forestry of designate.",Yes,CARRIED
109,Regular Meeting of Council,1/27/2020,Shawna Stolte,"Deny the request to remove a public tree at 2123 Kevin Crescent as outlined in roads, parks and forestry department report RPF-03-20.",Yes,CARRIED
110,Regular Meeting of Council,1/27/2020,Shawna Stolte,"Approve the request by the homeowner at 297 Kent Crescent to remove the small city tree to widen the property driveway as outlined in roads, parks, and forestry department report RPF-04-20; and 
Instruct the homeowner, Brian Krog, to provide compensation for the tree removal by providing cash in lieu of replacement totaling $1400.  The funds will provide for a new tree to be planted in front of the house and provide care and maintenance for the first two years; and
Direct that all associated costs with respect to the removal of the tree (including stump removal) will be the responsibility of the homeowner, and the contractor hired to remove the tree will require approval by the Manager of Urban Forestry or designate; and 
Restrict the width of the new driveway to an additional 2m to allow for an enlarged tree protection zone for the tree in front of 299 Kent Crescent. ",Yes,CARRIED
111,Regular Meeting of Council,1/27/2020,Shawna Stolte,"Approve the Urban Private Tree Bylaw 02-2020, Appendix A to roads, parks and forestry department report RPF-05-20 and repeal existing Bylaw 43-2018 Pilot Private Tree Bylaw, effective January 27, 2020; and
Amend Rates and Fees By-law 52-2019 by replacing page 38 of Appendix A to reflect the amended fees; and
Approve Option 3 - apply the Private Tree By-law to the extent of the Urban Boundary currently and continue consultation with rural landowners, and
Approve Option 3 - cash in Lieu of replacement of $400.00 per replacement tree considered a 30 mm deciduous tree and 125 cm conifer. Number of trees to be calculated as one 30 mm caliper replacement tree for every 10 cm tree cut down.",Yes,CARRIED
112,Regular Meeting of Council,1/27/2020,Shawna Stolte,Receive and file legal department report L-01-20 regarding a litigation update.,Yes,CARRIED
113,Regular Meeting of Council,1/27/2020,Shawna Stolte,"Approve the application submitted by Bloomfield Developments to draft approve a residential plan of subdivision consisting of 4 lots, 3 blocks and a public road at 5219 Upper Middle Road, 2004 & 2005 Georgina Court and Blocks 262 & 263 of Plan 20M-824, as shown in Appendix A of community planning department report PL-05-20, subject to the conditions contained in Appendix B of that report.",Yes,CARRIED
114,Regular Meeting of Council,1/27/2020,Shawna Stolte,"Amend procedure by-law update (CL-01-20) with the following:
Replace the entire paragraph in section 4.2 from the procedure by-law update with the following:
The rotation of the Deputy Mayor will be on a quarterly basis, determined by the mayor in consultation with council prior to the start of each calendar year, subject to the provisions of section 4.1 and availability; and
Add a clause into Section 39 that reads as follows:
At the discretion of the Mayor/Chair, City Manager or City Clerk, written delegation material may be requested in advance of the meeting prior to confirming registration as a delegation.  Upon review of that material by the Mayor/Chair, City Manager or City Clerk,  if it is deemed not applicable to the business of Council or Standing Committee, the delegation will not be registered to speak at the meeting",Yes,CARRIED
115,Regular Meeting of Council,1/27/2020,Shawna Stolte,"Authorize travel of an official delegation to Apeldoorn, the Netherlands in May 2020 to celebrate the 15th anniversary of twinning between the City of Burlington and the City of Apeldoorn, comprised of the Mayor, Councillor liaison to the Mundialization Committee, City Manager or designate, a member of Clerks staff, Chair of the Mundialization Committee and the Chair of the Apeldoorn sub-committee to be funded from the Corporate Mundialization Initiatives account and the Mundialization Reserve Fund; and
Approve the purchase of a commemorative gift up to a value of $2,000 including shipping, as the official gift from Burlington to Apeldoorn on the occasion of the 15th twinning anniversary; and
Approve the purchase of a key to the city to present to the Mayor of Apeldoorn, funded from the Mundialization Committee's budget.",Yes,CARRIED
116,Regular Meeting of Council,1/27/2020,Shawna Stolte,Approve the proposed structure for twinning relationships contained in Appendix A of clerks department report CL-02-20.,Yes,CARRIED
117,Regular Meeting of Council,1/27/2020,Shawna Stolte,"Approve City of Burlington Procedure By-law 04-2020 attached as Appendix A to clerks department report CL-01-20, amended as follows:

Remove the wording ""(In the event that the EICS Committee meeting goes beyond the hour of 10:30 p.m., the start time of the CPRM Committee meeting will be 10:00 a.m.)"" from section 11.1; and
Change section 28.1 to read ""All meetings will adjourn when Council, or Committee have completed all business listed on the agenda, or at 10:00 p.m., whichever is earlier. No meeting will proceed beyond the hour of 10:00 p.m.""; and
Delete sections 28.2 and 28.3.; and
Replace the entire paragraph in section 4.2 from the procedure by-law update with the following:
The rotation of the Deputy Mayor will be on a quarterly basis, determined by the mayor in consultation with council prior to the start of each calendar year, subject to the provisions of section 4.1 and availability; and
Add a clause into Section 39 that reads as follows:
At the discretion of the Mayor/Chair, City Manager or City Clerk, written delegation material may be requested in advance of the meeting prior to confirming registration as a delegation. Upon review of that material by the Mayor/Chair, City Manager or City Clerk, if it is deemed not applicable to the business of Council or Standing Committee, the delegation will not be registered to speak at the meeting
",Yes,CARRIED
118,Regular Meeting of Council,1/27/2020,Shawna Stolte,"Direct the Chief Financial Officer to review the citys Debt Policy taking into consideration commitments and other long-term obligations including those that are financially supported by community groups, partners and/or stakeholders.",Yes,CARRIED
119,Regular Meeting of Council,1/27/2020,Shawna Stolte,Direct the City Manager to consider adding a business license review as a candidate project under the audit and accountability fund.,Yes,LOST
120,Regular Meeting of Council,1/27/2020,Shawna Stolte,"Receive the report titled Taking a Closer Look at the Downtown: Preliminary Preferred Concept, January 2020, prepared by SGL Planning & Design and attached as Appendix A to community planning department report PL-02-20; and
Endorse the recommended concept (also referred to as the preliminary preferred concept) as discussed in community planning department report PL-02-20 and in the report titled Taking a Closer Look at the Downtown: Preliminary Preferred Concept, January, 2020, prepared by SGL Planning & Design (Appendix A), amended as follows:

Exclude from endorsement, subject to the considerations in 2, the recommended concept for the lands identified as:

Village Square Precinct V2 sub area; and
Downtown East Precinct located east of Elizabeth Street and south of Lions Park, and the block bounded by John Street, Maria Street, Elizabeth Street, and James Street; and


Direct the Executive Director of Community Planning, Regulation, and Mobility to consider the following during the development of policy modifications to the adopted Official Plan:

appropriate built form;
enhancement of transition provisions in the Downtown East Mixed-Use Precinct, to ensure an appropriate interface with the areas to both the east and the north;
enhancement of provisions to protect the existing character and streetscape of the Downtown East Mixed-Use Precinct, with particular attention to the pedestrian experience on Elizabeth Street;
appropriate built form in the V2 area of Village Square Precinct, with appropriate performance standards to avoid or mitigate potential impacts from new development on the existing low-rise buildings on Martha Street and existing low-rise buildings west of Pearl Street;
policy or mapping-based solutions to acknowledge, protect, and enhance existing community institutions or other private organizations that provide public services or amenities; and




Recognize the need for a transportation corridor through the Mid-Brant Precinct without presupposing that it must be a road, to allow consideration of the appropriate function of the new transportation corridor during the block planning exercise; and
Direct the Executive Director of Community Planning, Regulation and Mobility to consider, during the development of policy modifications to the adopted Official Plan, enhancement of transition provisions in the Upper Brant Mixed-Use Precinct north of Ghent Avenue to ensure an appropriate interface with the established neighbourhoods to the east; and

Direct the Director of Community Planning to prepare detailed modifications to the Adopted Official Plan to implement the recommended concept as discussed in community planning department report PL-02-20 and in the report titled Taking a Closer Look at the Downtown: Preliminary Preferred Concept, January, 2020, prepared by SGL Planning & Design (Appendix A).",Yes,CARRIED
121,Regular Meeting of Council,1/27/2020,Paul Sharman,"Enact and pass the following by-laws which are now introduced, entitled and numbered as indicated below:",Yes,CARRIED
122,Regular Meeting of Council,1/27/2020,Paul Sharman,"Approve the request by Coral Gable Custom Homes to remove one City-owned tree (8 cm Honey Locust) from the City's road allowance at 310 Appleby Line to allow driveway access as part of a development application as outlined in roads, parks and forestry department report RPF-01-20; and
Instruct Coral Gable Custom Homes to provide compensation for the tree removal by providing cash in lieu of replacement totaling $800.  The approved appraisal method is aggregate caliper; and
Direct that all associated costs with respect to the removal of the tree will be the responsibility of Coral Gable Custom Homes, and the contractor hired to removed the tree will be approved by the Manager of Urban Forestry of designate.",Yes,CARRIED
123,Regular Meeting of Council,1/27/2020,Paul Sharman,"Deny the request to remove a public tree at 2123 Kevin Crescent as outlined in roads, parks and forestry department report RPF-03-20.",No,CARRIED
124,Regular Meeting of Council,1/27/2020,Paul Sharman,"Approve the request by the homeowner at 297 Kent Crescent to remove the small city tree to widen the property driveway as outlined in roads, parks, and forestry department report RPF-04-20; and 
Instruct the homeowner, Brian Krog, to provide compensation for the tree removal by providing cash in lieu of replacement totaling $1400.  The funds will provide for a new tree to be planted in front of the house and provide care and maintenance for the first two years; and
Direct that all associated costs with respect to the removal of the tree (including stump removal) will be the responsibility of the homeowner, and the contractor hired to remove the tree will require approval by the Manager of Urban Forestry or designate; and 
Restrict the width of the new driveway to an additional 2m to allow for an enlarged tree protection zone for the tree in front of 299 Kent Crescent. ",Yes,CARRIED
125,Regular Meeting of Council,1/27/2020,Paul Sharman,Direct the City Manager to consider adding a business license review as a candidate project under the audit and accountability fund.,No,LOST
126,Regular Meeting of Council,1/27/2020,Paul Sharman,"Receive the report titled Taking a Closer Look at the Downtown: Preliminary Preferred Concept, January 2020, prepared by SGL Planning & Design and attached as Appendix A to community planning department report PL-02-20; and
Endorse the recommended concept (also referred to as the preliminary preferred concept) as discussed in community planning department report PL-02-20 and in the report titled Taking a Closer Look at the Downtown: Preliminary Preferred Concept, January, 2020, prepared by SGL Planning & Design (Appendix A), amended as follows:

Exclude from endorsement, subject to the considerations in 2, the recommended concept for the lands identified as:

Village Square Precinct V2 sub area; and
Downtown East Precinct located east of Elizabeth Street and south of Lions Park, and the block bounded by John Street, Maria Street, Elizabeth Street, and James Street; and


Direct the Executive Director of Community Planning, Regulation, and Mobility to consider the following during the development of policy modifications to the adopted Official Plan:

appropriate built form;
enhancement of transition provisions in the Downtown East Mixed-Use Precinct, to ensure an appropriate interface with the areas to both the east and the north;
enhancement of provisions to protect the existing character and streetscape of the Downtown East Mixed-Use Precinct, with particular attention to the pedestrian experience on Elizabeth Street;
appropriate built form in the V2 area of Village Square Precinct, with appropriate performance standards to avoid or mitigate potential impacts from new development on the existing low-rise buildings on Martha Street and existing low-rise buildings west of Pearl Street;
policy or mapping-based solutions to acknowledge, protect, and enhance existing community institutions or other private organizations that provide public services or amenities; and




Recognize the need for a transportation corridor through the Mid-Brant Precinct without presupposing that it must be a road, to allow consideration of the appropriate function of the new transportation corridor during the block planning exercise; and
Direct the Executive Director of Community Planning, Regulation and Mobility to consider, during the development of policy modifications to the adopted Official Plan, enhancement of transition provisions in the Upper Brant Mixed-Use Precinct north of Ghent Avenue to ensure an appropriate interface with the established neighbourhoods to the east; and

Direct the Director of Community Planning to prepare detailed modifications to the Adopted Official Plan to implement the recommended concept as discussed in community planning department report PL-02-20 and in the report titled Taking a Closer Look at the Downtown: Preliminary Preferred Concept, January, 2020, prepared by SGL Planning & Design (Appendix A).",Yes,CARRIED
127,Regular Meeting of Council,1/27/2020,Paul Sharman,"Approve the application submitted by Bloomfield Developments to draft approve a residential plan of subdivision consisting of 4 lots, 3 blocks and a public road at 5219 Upper Middle Road, 2004 & 2005 Georgina Court and Blocks 262 & 263 of Plan 20M-824, as shown in Appendix A of community planning department report PL-05-20, subject to the conditions contained in Appendix B of that report.",Yes,CARRIED
128,Regular Meeting of Council,1/27/2020,Paul Sharman,"Amend procedure by-law update (CL-01-20) with the following:
Replace the entire paragraph in section 4.2 from the procedure by-law update with the following:
The rotation of the Deputy Mayor will be on a quarterly basis, determined by the mayor in consultation with council prior to the start of each calendar year, subject to the provisions of section 4.1 and availability; and
Add a clause into Section 39 that reads as follows:
At the discretion of the Mayor/Chair, City Manager or City Clerk, written delegation material may be requested in advance of the meeting prior to confirming registration as a delegation.  Upon review of that material by the Mayor/Chair, City Manager or City Clerk,  if it is deemed not applicable to the business of Council or Standing Committee, the delegation will not be registered to speak at the meeting",Yes,CARRIED
129,Regular Meeting of Council,1/27/2020,Paul Sharman,"Approve the Urban Private Tree Bylaw 02-2020, Appendix A to roads, parks and forestry department report RPF-05-20 and repeal existing Bylaw 43-2018 Pilot Private Tree Bylaw, effective January 27, 2020; and
Amend Rates and Fees By-law 52-2019 by replacing page 38 of Appendix A to reflect the amended fees; and
Approve Option 3 - apply the Private Tree By-law to the extent of the Urban Boundary currently and continue consultation with rural landowners, and
Approve Option 3 - cash in Lieu of replacement of $400.00 per replacement tree considered a 30 mm deciduous tree and 125 cm conifer. Number of trees to be calculated as one 30 mm caliper replacement tree for every 10 cm tree cut down.",Yes,CARRIED
130,Regular Meeting of Council,1/27/2020,Paul Sharman,Receive and file legal department report L-01-20 regarding a litigation update.,Yes,CARRIED
131,Regular Meeting of Council,1/27/2020,Paul Sharman,"Authorize travel of an official delegation to Apeldoorn, the Netherlands in May 2020 to celebrate the 15th anniversary of twinning between the City of Burlington and the City of Apeldoorn, comprised of the Mayor, Councillor liaison to the Mundialization Committee, City Manager or designate, a member of Clerks staff, Chair of the Mundialization Committee and the Chair of the Apeldoorn sub-committee to be funded from the Corporate Mundialization Initiatives account and the Mundialization Reserve Fund; and
Approve the purchase of a commemorative gift up to a value of $2,000 including shipping, as the official gift from Burlington to Apeldoorn on the occasion of the 15th twinning anniversary; and
Approve the purchase of a key to the city to present to the Mayor of Apeldoorn, funded from the Mundialization Committee's budget.",Yes,CARRIED
132,Regular Meeting of Council,1/27/2020,Paul Sharman,Approve the proposed structure for twinning relationships contained in Appendix A of clerks department report CL-02-20.,Yes,CARRIED
133,Regular Meeting of Council,1/27/2020,Paul Sharman,"Approve City of Burlington Procedure By-law 04-2020 attached as Appendix A to clerks department report CL-01-20, amended as follows:

Remove the wording ""(In the event that the EICS Committee meeting goes beyond the hour of 10:30 p.m., the start time of the CPRM Committee meeting will be 10:00 a.m.)"" from section 11.1; and
Change section 28.1 to read ""All meetings will adjourn when Council, or Committee have completed all business listed on the agenda, or at 10:00 p.m., whichever is earlier. No meeting will proceed beyond the hour of 10:00 p.m.""; and
Delete sections 28.2 and 28.3.; and
Replace the entire paragraph in section 4.2 from the procedure by-law update with the following:
The rotation of the Deputy Mayor will be on a quarterly basis, determined by the mayor in consultation with council prior to the start of each calendar year, subject to the provisions of section 4.1 and availability; and
Add a clause into Section 39 that reads as follows:
At the discretion of the Mayor/Chair, City Manager or City Clerk, written delegation material may be requested in advance of the meeting prior to confirming registration as a delegation. Upon review of that material by the Mayor/Chair, City Manager or City Clerk, if it is deemed not applicable to the business of Council or Standing Committee, the delegation will not be registered to speak at the meeting
",Yes,CARRIED
134,Regular Meeting of Council,1/27/2020,Paul Sharman,"Direct the Chief Financial Officer to review the citys Debt Policy taking into consideration commitments and other long-term obligations including those that are financially supported by community groups, partners and/or stakeholders.",Yes,CARRIED
135,Regular Meeting of Council,1/27/2020,Angelo Bentivegna,"Enact and pass the following by-laws which are now introduced, entitled and numbered as indicated below:",Yes,CARRIED
136,Regular Meeting of Council,1/27/2020,Angelo Bentivegna,"Approve the request by Coral Gable Custom Homes to remove one City-owned tree (8 cm Honey Locust) from the City's road allowance at 310 Appleby Line to allow driveway access as part of a development application as outlined in roads, parks and forestry department report RPF-01-20; and
Instruct Coral Gable Custom Homes to provide compensation for the tree removal by providing cash in lieu of replacement totaling $800.  The approved appraisal method is aggregate caliper; and
Direct that all associated costs with respect to the removal of the tree will be the responsibility of Coral Gable Custom Homes, and the contractor hired to removed the tree will be approved by the Manager of Urban Forestry of designate.",Yes,CARRIED
137,Regular Meeting of Council,1/27/2020,Angelo Bentivegna,"Deny the request to remove a public tree at 2123 Kevin Crescent as outlined in roads, parks and forestry department report RPF-03-20.",No,CARRIED
138,Regular Meeting of Council,1/27/2020,Angelo Bentivegna,"Approve the request by the homeowner at 297 Kent Crescent to remove the small city tree to widen the property driveway as outlined in roads, parks, and forestry department report RPF-04-20; and 
Instruct the homeowner, Brian Krog, to provide compensation for the tree removal by providing cash in lieu of replacement totaling $1400.  The funds will provide for a new tree to be planted in front of the house and provide care and maintenance for the first two years; and
Direct that all associated costs with respect to the removal of the tree (including stump removal) will be the responsibility of the homeowner, and the contractor hired to remove the tree will require approval by the Manager of Urban Forestry or designate; and 
Restrict the width of the new driveway to an additional 2m to allow for an enlarged tree protection zone for the tree in front of 299 Kent Crescent. ",Yes,CARRIED
139,Regular Meeting of Council,1/27/2020,Angelo Bentivegna,"Approve the Urban Private Tree Bylaw 02-2020, Appendix A to roads, parks and forestry department report RPF-05-20 and repeal existing Bylaw 43-2018 Pilot Private Tree Bylaw, effective January 27, 2020; and
Amend Rates and Fees By-law 52-2019 by replacing page 38 of Appendix A to reflect the amended fees; and
Approve Option 3 - apply the Private Tree By-law to the extent of the Urban Boundary currently and continue consultation with rural landowners, and
Approve Option 3 - cash in Lieu of replacement of $400.00 per replacement tree considered a 30 mm deciduous tree and 125 cm conifer. Number of trees to be calculated as one 30 mm caliper replacement tree for every 10 cm tree cut down.",Yes,CARRIED
140,Regular Meeting of Council,1/27/2020,Angelo Bentivegna,Receive and file legal department report L-01-20 regarding a litigation update.,Yes,CARRIED
141,Regular Meeting of Council,1/27/2020,Angelo Bentivegna,"Approve the application submitted by Bloomfield Developments to draft approve a residential plan of subdivision consisting of 4 lots, 3 blocks and a public road at 5219 Upper Middle Road, 2004 & 2005 Georgina Court and Blocks 262 & 263 of Plan 20M-824, as shown in Appendix A of community planning department report PL-05-20, subject to the conditions contained in Appendix B of that report.",Yes,CARRIED
142,Regular Meeting of Council,1/27/2020,Angelo Bentivegna,"Amend procedure by-law update (CL-01-20) with the following:
Replace the entire paragraph in section 4.2 from the procedure by-law update with the following:
The rotation of the Deputy Mayor will be on a quarterly basis, determined by the mayor in consultation with council prior to the start of each calendar year, subject to the provisions of section 4.1 and availability; and
Add a clause into Section 39 that reads as follows:
At the discretion of the Mayor/Chair, City Manager or City Clerk, written delegation material may be requested in advance of the meeting prior to confirming registration as a delegation.  Upon review of that material by the Mayor/Chair, City Manager or City Clerk,  if it is deemed not applicable to the business of Council or Standing Committee, the delegation will not be registered to speak at the meeting",Yes,CARRIED
143,Regular Meeting of Council,1/27/2020,Angelo Bentivegna,"Authorize travel of an official delegation to Apeldoorn, the Netherlands in May 2020 to celebrate the 15th anniversary of twinning between the City of Burlington and the City of Apeldoorn, comprised of the Mayor, Councillor liaison to the Mundialization Committee, City Manager or designate, a member of Clerks staff, Chair of the Mundialization Committee and the Chair of the Apeldoorn sub-committee to be funded from the Corporate Mundialization Initiatives account and the Mundialization Reserve Fund; and
Approve the purchase of a commemorative gift up to a value of $2,000 including shipping, as the official gift from Burlington to Apeldoorn on the occasion of the 15th twinning anniversary; and
Approve the purchase of a key to the city to present to the Mayor of Apeldoorn, funded from the Mundialization Committee's budget.",Yes,CARRIED
144,Regular Meeting of Council,1/27/2020,Angelo Bentivegna,Approve the proposed structure for twinning relationships contained in Appendix A of clerks department report CL-02-20.,Yes,CARRIED
145,Regular Meeting of Council,1/27/2020,Angelo Bentivegna,"Approve City of Burlington Procedure By-law 04-2020 attached as Appendix A to clerks department report CL-01-20, amended as follows:

Remove the wording ""(In the event that the EICS Committee meeting goes beyond the hour of 10:30 p.m., the start time of the CPRM Committee meeting will be 10:00 a.m.)"" from section 11.1; and
Change section 28.1 to read ""All meetings will adjourn when Council, or Committee have completed all business listed on the agenda, or at 10:00 p.m., whichever is earlier. No meeting will proceed beyond the hour of 10:00 p.m.""; and
Delete sections 28.2 and 28.3.; and
Replace the entire paragraph in section 4.2 from the procedure by-law update with the following:
The rotation of the Deputy Mayor will be on a quarterly basis, determined by the mayor in consultation with council prior to the start of each calendar year, subject to the provisions of section 4.1 and availability; and
Add a clause into Section 39 that reads as follows:
At the discretion of the Mayor/Chair, City Manager or City Clerk, written delegation material may be requested in advance of the meeting prior to confirming registration as a delegation. Upon review of that material by the Mayor/Chair, City Manager or City Clerk, if it is deemed not applicable to the business of Council or Standing Committee, the delegation will not be registered to speak at the meeting
",Yes,CARRIED
146,Regular Meeting of Council,1/27/2020,Angelo Bentivegna,"Direct the Chief Financial Officer to review the citys Debt Policy taking into consideration commitments and other long-term obligations including those that are financially supported by community groups, partners and/or stakeholders.",Yes,CARRIED
147,Regular Meeting of Council,1/27/2020,Angelo Bentivegna,Direct the City Manager to consider adding a business license review as a candidate project under the audit and accountability fund.,Yes,LOST
