ObjectId,MeetingType,MeetingDate,Voter,Resolution,Vote,Result
99,Regular Meeting of Council,3/25/2019,Shawna Stolte,"Receive and file department of city building report PB-18-19 and its appendices regarding the City of Burlington Submission on the Proposed Amendment 1 to the Growth Plan for the Greater Golden Horseshoe, 2017; and
Direct the Director of City Building to submit the appendices, as amended, to department of city building report PB-18-19 as the City of Burlington Submission on the Proposed Amendment 1 to the Growth Plan for the Greater Golden Horseshoe, 2017 by the comment submission deadline of February 28, 2019; and
Direct the Director of City Building to provide any additional comments to the Province, if any, upon Council approval on March 25, 2019; and
Direct the Director of City Building to include the following in the Citys submission to the Province related to the Proposed Amendment 1 to the Growth Plan for the Greater Golden Horseshoe, 2017:
City of Burlington Council endorses and reinforces that Regional growth targets are calculated across the Region, which allows for individual municipality variations; and
Intensification and density targets applications will continue to be fully examined through the Regions municipal comprehensive review to ensure its implementation fully reflects local contexts and conditions; and
Notwithstanding that the growth forecasts and density targets are minimums and municipalities are encouraged to go beyond them, the forecasts and targets are relevant to planning and must guide planning decisions given their relationship to infrastructure planning and development charge calculations among other community planning considerations; and
Municipalities should be considered compliant with provincial legislation when meeting the forecasts and targets, and any decisions to go beyond minimums should be a municipal decision based on local circumstances; and
Once a municipality has met their forecasts and targets in a defined area, or across the municipality, or both, they can only be altered through a five year Official Plan Review; and
In addition to Best Planning Estimates, local municipal planning estimates outside of designated greenfield areas must be incorporated into infrastructure, population and employment service planning.",Yes,CARRIED
100,Regular Meeting of Council,3/25/2019,Shawna Stolte,"Approve sole source procurement for the aerial application of the biological pesticide Bacillus thuringiensis Kurstaki (Btk) in spring 2019. The services, provided by Zimmer Air Services, 9742 Blenheim Road, Blenheim, Ontario N0P 1A0 are quoted at a purchase price of $985.00 per hectare (Ha). Total contract value is estimated at $120,000.00.
 ",Yes,CARRIED
101,Regular Meeting of Council,2/25/2019,Rory Nisan,"Approve appointments to Burlingtons Audit Committee as outlined in Confidential Appendix A of clerks department report CL-05-19 and following the communication with all applicants, authorize clerks to make the confidential information public.",Yes,CARRIED
102,Regular Meeting of Council,2/25/2019,Rory Nisan,"Approve the 2019 capital budget as amended at the Committee of the Whole-Budget meeting of February 21, 2019 for the City of Burlington, with a gross amount of $96,446,023 and a debenture requirement of $6,978,000, and the 2020-2028 capital forecast with a gross amount of $722,568,322 and a debenture requirement of $56,655,218 as outlined in finance department report F-02-19 as amended by the Committee of the Whole - Budget; and
Administer the debenture in the amount of $6,978,000 in 2019 as tax supported debt; and
Authorize staff to proceed with the 2019 capital projects representing not more than 50% of the 2019 capital from current funding in advance of the 2019 operating budget approval; and
Declare that, in accordance with sis. 5(1)5 of the Development Charges Act, 1997 and s. 5 of Ontario Regulation 82/98, it is Councils clear intention that the excess capacity provided by the above-referenced works will be paid for by future development charges; and
Refer capital budget action request form item #8 regarding the fire emergency response drone, item #10 regarding the new support vehicle - supervisor of bylaw enforcement, and staff directions (#3-9) to the Committee of the Whole - Budget meeting on February 26, 2019; and
Direct the Executive Director of Capital Works to consider inclusion of the Elgin Street Promenade construction as part of the 2020 capital budget and forecast and seek upper level government funding similar to other phases of the promenade; and
Direct the Director of Information Technology Services to report to the Committee of the Whole meeting on April 1, 2019 with an overview of the Enterprise System Renewal project to include information on; timing, phasing, resourcing, benefits and risk, cost, third party engagements and potential impacts resulting from the pending provincial/municipal government structure review.",Yes,CARRIED
103,Regular Meeting of Council,1/28/2019,Shawna Stolte,"Approve appointments to Burlingtons citizen advisory committees as outlined in Confidential Appendix A as amended of clerks department report CL-01-19 and following approval from Council, make the recommended names for appointments public; and

Appoint the following two members of Council to sit on the Development Charges Consultation Committee:

 Mayor Marianne Meed Ward
 Councillor Paul Sharman
Amend the terms of appointment for current and returning members of Burlington's Best Committee to end May 31, 2019.
Direct the City Clerk to explore partnerships with other recognition programs across the City in order to establish one event program that celebrates the recognition for volunteerism and report back to Council by Q3 of 2019.
Direct the City Clerk to amend the terms of reference for citizen committees to limit Council representative appointments to 2 terms (8 years) and implement a 2 year gap before re-appointment. ",Yes,CARRIED
104,Regular Meeting of Council,2/25/2019,Rory Nisan,"Remove the new materials storage facility for the Roads, Parks and Forestry Operations Centre from the 2019 budget.",No,LOST
105,Regular Meeting of Council,2/25/2019,Rory Nisan,Defer the purchase of a new sweeper for the downtown until information is known regarding new development.,No,LOST
106,Regular Meeting of Council,2/25/2019,Rory Nisan,,,CARRIED
107,Regular Meeting of Council,2/25/2019,Shawna Stolte,"Whereas, the Government of Ontario has announced a review of Ontario's eight regional municipalities (Durham, Halton, Muskoka District, Niagara, Oxford County, Peel, Waterloo, York), the County of Simcoe, and their lower-tier municipalities by appointed Special Advisors; and

Whereas, the provincially appointed Special Advisors are to provide advice and develop recommendations for the Minister of Municipal Affairs and Housing for the purpose of improving governance, decision-making and service delivery in the eight regions and Simcoe County and their lower-tier municipalities; and

Whereas, the Association of Municipalities of Ontario informed its members last August, that the Minister of Municipal Affairs and Housing began informal discussions on regional governance review, wishing to hear from municipalities about how this system of governance is working recognizing it was established in the 1970s; and

Whereas, the provincially appointed Special Advisors have included within the scope of their review, consideration of moving to single-tier municipalities or amalgamating existing municipalities; and

Whereas, neither Halton Region, nor the four area municipalities have requested a review of the current regional governance structure; and

Whereas, the City of Burlington, Halton Region and the other Halton area municipalities would receive greater benefit from a review of provincial permitting/approvals and municipal government powers and authority under the Municipal Act; and

Whereas, the regional government review including new single tier municipalities or amalgamations was not ever discussed during the recent provincial election by the Premier or our local Members of Provincial Parliament; and

Whereas, the City of Burlington is well managed and efficient with the smallest Council in Halton and for a city of its size, with only seven elected members; and

Whereas, 97 per cent of Burlington residents are satisfied with the quality of Regional services; and

Whereas, the City of Burlington has contributed to Halton Regions AAA credit rating; and

Whereas, Halton is a model of municipal efficiency through service agreements between the area municipalities and the Region, including for example the City of Burlingtons operation of Halton Court Services on behalf of the four area municipalities, the operation of the Fire Communications on behalf of Town of Oakville and the Town of Halton Hills, and the Halton Co-operative Purchasing groups; and

Whereas, the City of Burlington welcomes all opportunities to improve municipal service delivery and achieve greater efficiencies and cost savings for all Burlington and Halton taxpayers and rate payers, now

Therefore, be it resolved,

That the Council of the City of Burlington endorses the current effectiveness of our two-tier municipal government as it has evolved based on mutual agreement with the Region of Halton and our partner Halton lower-tier municipalities since its inception in 1974; and

That the residents of the City of Burlington value the distinct identity of their community and do not wish to have their democratic voice diluted, within a larger and less directly accountable municipal governance structure; and

That this resolution be forwarded to all Halton municipalities, the Association of Municipalities of Ontario, the Minister of Municipal Affairs and Housing and made publicly available.",Yes,CARRIED
108,Regular Meeting of Council,2/25/2019,Shawna Stolte,"Approve Appendix A, clerks department report CL-03-19, a policy for Pregnancy and Parental leave of Council Members; and

Approve Appendix B, as amended clerks department report CL-03-19, a code of conduct for local boards; and
Approve Appendix C, clerks department report CL-03-19, a policy for staff and council relations; and

Direct the City Clerk to advise local boards (as defined in Appendix B) of the code of conduct and the legislative requirements related to the Disclosure of Pecuniary Interest.",Yes,CARRIED
109,Regular Meeting of Council,2/25/2019,Shawna Stolte,"Approve appointments to Burlingtons Audit Committee as outlined in Confidential Appendix A of clerks department report CL-05-19 and following the communication with all applicants, authorize clerks to make the confidential information public.",Yes,CARRIED
110,Regular Meeting of Council,2/25/2019,Shawna Stolte,"Approve the 2019 capital budget as amended at the Committee of the Whole-Budget meeting of February 21, 2019 for the City of Burlington, with a gross amount of $96,446,023 and a debenture requirement of $6,978,000, and the 2020-2028 capital forecast with a gross amount of $722,568,322 and a debenture requirement of $56,655,218 as outlined in finance department report F-02-19 as amended by the Committee of the Whole - Budget; and
Administer the debenture in the amount of $6,978,000 in 2019 as tax supported debt; and
Authorize staff to proceed with the 2019 capital projects representing not more than 50% of the 2019 capital from current funding in advance of the 2019 operating budget approval; and
Declare that, in accordance with sis. 5(1)5 of the Development Charges Act, 1997 and s. 5 of Ontario Regulation 82/98, it is Councils clear intention that the excess capacity provided by the above-referenced works will be paid for by future development charges; and
Refer capital budget action request form item #8 regarding the fire emergency response drone, item #10 regarding the new support vehicle - supervisor of bylaw enforcement, and staff directions (#3-9) to the Committee of the Whole - Budget meeting on February 26, 2019; and
Direct the Executive Director of Capital Works to consider inclusion of the Elgin Street Promenade construction as part of the 2020 capital budget and forecast and seek upper level government funding similar to other phases of the promenade; and
Direct the Director of Information Technology Services to report to the Committee of the Whole meeting on April 1, 2019 with an overview of the Enterprise System Renewal project to include information on; timing, phasing, resourcing, benefits and risk, cost, third party engagements and potential impacts resulting from the pending provincial/municipal government structure review.",Yes,CARRIED
111,Regular Meeting of Council,2/25/2019,Shawna Stolte,"Remove the new materials storage facility for the Roads, Parks and Forestry Operations Centre from the 2019 budget.",No,LOST
112,Regular Meeting of Council,2/25/2019,Shawna Stolte,Defer the purchase of a new sweeper for the downtown until information is known regarding new development.,No,LOST
113,Regular Meeting of Council,2/25/2019,Shawna Stolte,,,CARRIED
114,Regular Meeting of Council,2/25/2019,Paul Sharman,"Whereas, the Government of Ontario has announced a review of Ontario's eight regional municipalities (Durham, Halton, Muskoka District, Niagara, Oxford County, Peel, Waterloo, York), the County of Simcoe, and their lower-tier municipalities by appointed Special Advisors; and

Whereas, the provincially appointed Special Advisors are to provide advice and develop recommendations for the Minister of Municipal Affairs and Housing for the purpose of improving governance, decision-making and service delivery in the eight regions and Simcoe County and their lower-tier municipalities; and

Whereas, the Association of Municipalities of Ontario informed its members last August, that the Minister of Municipal Affairs and Housing began informal discussions on regional governance review, wishing to hear from municipalities about how this system of governance is working recognizing it was established in the 1970s; and

Whereas, the provincially appointed Special Advisors have included within the scope of their review, consideration of moving to single-tier municipalities or amalgamating existing municipalities; and

Whereas, neither Halton Region, nor the four area municipalities have requested a review of the current regional governance structure; and

Whereas, the City of Burlington, Halton Region and the other Halton area municipalities would receive greater benefit from a review of provincial permitting/approvals and municipal government powers and authority under the Municipal Act; and

Whereas, the regional government review including new single tier municipalities or amalgamations was not ever discussed during the recent provincial election by the Premier or our local Members of Provincial Parliament; and

Whereas, the City of Burlington is well managed and efficient with the smallest Council in Halton and for a city of its size, with only seven elected members; and

Whereas, 97 per cent of Burlington residents are satisfied with the quality of Regional services; and

Whereas, the City of Burlington has contributed to Halton Regions AAA credit rating; and

Whereas, Halton is a model of municipal efficiency through service agreements between the area municipalities and the Region, including for example the City of Burlingtons operation of Halton Court Services on behalf of the four area municipalities, the operation of the Fire Communications on behalf of Town of Oakville and the Town of Halton Hills, and the Halton Co-operative Purchasing groups; and

Whereas, the City of Burlington welcomes all opportunities to improve municipal service delivery and achieve greater efficiencies and cost savings for all Burlington and Halton taxpayers and rate payers, now

Therefore, be it resolved,

That the Council of the City of Burlington endorses the current effectiveness of our two-tier municipal government as it has evolved based on mutual agreement with the Region of Halton and our partner Halton lower-tier municipalities since its inception in 1974; and

That the residents of the City of Burlington value the distinct identity of their community and do not wish to have their democratic voice diluted, within a larger and less directly accountable municipal governance structure; and

That this resolution be forwarded to all Halton municipalities, the Association of Municipalities of Ontario, the Minister of Municipal Affairs and Housing and made publicly available.",Yes,CARRIED
115,Regular Meeting of Council,2/25/2019,Paul Sharman,"Approve Appendix A, clerks department report CL-03-19, a policy for Pregnancy and Parental leave of Council Members; and

Approve Appendix B, as amended clerks department report CL-03-19, a code of conduct for local boards; and
Approve Appendix C, clerks department report CL-03-19, a policy for staff and council relations; and

Direct the City Clerk to advise local boards (as defined in Appendix B) of the code of conduct and the legislative requirements related to the Disclosure of Pecuniary Interest.",Yes,CARRIED
116,Regular Meeting of Council,2/25/2019,Paul Sharman,"Approve appointments to Burlingtons Audit Committee as outlined in Confidential Appendix A of clerks department report CL-05-19 and following the communication with all applicants, authorize clerks to make the confidential information public.",Yes,CARRIED
117,Regular Meeting of Council,2/25/2019,Paul Sharman,"Approve the 2019 capital budget as amended at the Committee of the Whole-Budget meeting of February 21, 2019 for the City of Burlington, with a gross amount of $96,446,023 and a debenture requirement of $6,978,000, and the 2020-2028 capital forecast with a gross amount of $722,568,322 and a debenture requirement of $56,655,218 as outlined in finance department report F-02-19 as amended by the Committee of the Whole - Budget; and
Administer the debenture in the amount of $6,978,000 in 2019 as tax supported debt; and
Authorize staff to proceed with the 2019 capital projects representing not more than 50% of the 2019 capital from current funding in advance of the 2019 operating budget approval; and
Declare that, in accordance with sis. 5(1)5 of the Development Charges Act, 1997 and s. 5 of Ontario Regulation 82/98, it is Councils clear intention that the excess capacity provided by the above-referenced works will be paid for by future development charges; and
Refer capital budget action request form item #8 regarding the fire emergency response drone, item #10 regarding the new support vehicle - supervisor of bylaw enforcement, and staff directions (#3-9) to the Committee of the Whole - Budget meeting on February 26, 2019; and
Direct the Executive Director of Capital Works to consider inclusion of the Elgin Street Promenade construction as part of the 2020 capital budget and forecast and seek upper level government funding similar to other phases of the promenade; and
Direct the Director of Information Technology Services to report to the Committee of the Whole meeting on April 1, 2019 with an overview of the Enterprise System Renewal project to include information on; timing, phasing, resourcing, benefits and risk, cost, third party engagements and potential impacts resulting from the pending provincial/municipal government structure review.",Yes,CARRIED
118,Regular Meeting of Council,2/25/2019,Paul Sharman,"Remove the new materials storage facility for the Roads, Parks and Forestry Operations Centre from the 2019 budget.",No,LOST
119,Regular Meeting of Council,2/25/2019,Paul Sharman,Defer the purchase of a new sweeper for the downtown until information is known regarding new development.,No,LOST
120,Regular Meeting of Council,2/25/2019,Paul Sharman,,,CARRIED
121,Regular Meeting of Council,2/25/2019,Angelo Bentivegna,"Whereas, the Government of Ontario has announced a review of Ontario's eight regional municipalities (Durham, Halton, Muskoka District, Niagara, Oxford County, Peel, Waterloo, York), the County of Simcoe, and their lower-tier municipalities by appointed Special Advisors; and

Whereas, the provincially appointed Special Advisors are to provide advice and develop recommendations for the Minister of Municipal Affairs and Housing for the purpose of improving governance, decision-making and service delivery in the eight regions and Simcoe County and their lower-tier municipalities; and

Whereas, the Association of Municipalities of Ontario informed its members last August, that the Minister of Municipal Affairs and Housing began informal discussions on regional governance review, wishing to hear from municipalities about how this system of governance is working recognizing it was established in the 1970s; and

Whereas, the provincially appointed Special Advisors have included within the scope of their review, consideration of moving to single-tier municipalities or amalgamating existing municipalities; and

Whereas, neither Halton Region, nor the four area municipalities have requested a review of the current regional governance structure; and

Whereas, the City of Burlington, Halton Region and the other Halton area municipalities would receive greater benefit from a review of provincial permitting/approvals and municipal government powers and authority under the Municipal Act; and

Whereas, the regional government review including new single tier municipalities or amalgamations was not ever discussed during the recent provincial election by the Premier or our local Members of Provincial Parliament; and

Whereas, the City of Burlington is well managed and efficient with the smallest Council in Halton and for a city of its size, with only seven elected members; and

Whereas, 97 per cent of Burlington residents are satisfied with the quality of Regional services; and

Whereas, the City of Burlington has contributed to Halton Regions AAA credit rating; and

Whereas, Halton is a model of municipal efficiency through service agreements between the area municipalities and the Region, including for example the City of Burlingtons operation of Halton Court Services on behalf of the four area municipalities, the operation of the Fire Communications on behalf of Town of Oakville and the Town of Halton Hills, and the Halton Co-operative Purchasing groups; and

Whereas, the City of Burlington welcomes all opportunities to improve municipal service delivery and achieve greater efficiencies and cost savings for all Burlington and Halton taxpayers and rate payers, now

Therefore, be it resolved,

That the Council of the City of Burlington endorses the current effectiveness of our two-tier municipal government as it has evolved based on mutual agreement with the Region of Halton and our partner Halton lower-tier municipalities since its inception in 1974; and

That the residents of the City of Burlington value the distinct identity of their community and do not wish to have their democratic voice diluted, within a larger and less directly accountable municipal governance structure; and

That this resolution be forwarded to all Halton municipalities, the Association of Municipalities of Ontario, the Minister of Municipal Affairs and Housing and made publicly available.",Yes,CARRIED
122,Regular Meeting of Council,2/25/2019,Angelo Bentivegna,"Approve Appendix A, clerks department report CL-03-19, a policy for Pregnancy and Parental leave of Council Members; and

Approve Appendix B, as amended clerks department report CL-03-19, a code of conduct for local boards; and
Approve Appendix C, clerks department report CL-03-19, a policy for staff and council relations; and

Direct the City Clerk to advise local boards (as defined in Appendix B) of the code of conduct and the legislative requirements related to the Disclosure of Pecuniary Interest.",Yes,CARRIED
123,Regular Meeting of Council,2/25/2019,Angelo Bentivegna,"Approve appointments to Burlingtons Audit Committee as outlined in Confidential Appendix A of clerks department report CL-05-19 and following the communication with all applicants, authorize clerks to make the confidential information public.",Yes,CARRIED
124,Regular Meeting of Council,2/25/2019,Angelo Bentivegna,"Approve the 2019 capital budget as amended at the Committee of the Whole-Budget meeting of February 21, 2019 for the City of Burlington, with a gross amount of $96,446,023 and a debenture requirement of $6,978,000, and the 2020-2028 capital forecast with a gross amount of $722,568,322 and a debenture requirement of $56,655,218 as outlined in finance department report F-02-19 as amended by the Committee of the Whole - Budget; and
Administer the debenture in the amount of $6,978,000 in 2019 as tax supported debt; and
Authorize staff to proceed with the 2019 capital projects representing not more than 50% of the 2019 capital from current funding in advance of the 2019 operating budget approval; and
Declare that, in accordance with sis. 5(1)5 of the Development Charges Act, 1997 and s. 5 of Ontario Regulation 82/98, it is Councils clear intention that the excess capacity provided by the above-referenced works will be paid for by future development charges; and
Refer capital budget action request form item #8 regarding the fire emergency response drone, item #10 regarding the new support vehicle - supervisor of bylaw enforcement, and staff directions (#3-9) to the Committee of the Whole - Budget meeting on February 26, 2019; and
Direct the Executive Director of Capital Works to consider inclusion of the Elgin Street Promenade construction as part of the 2020 capital budget and forecast and seek upper level government funding similar to other phases of the promenade; and
Direct the Director of Information Technology Services to report to the Committee of the Whole meeting on April 1, 2019 with an overview of the Enterprise System Renewal project to include information on; timing, phasing, resourcing, benefits and risk, cost, third party engagements and potential impacts resulting from the pending provincial/municipal government structure review.",No,CARRIED
125,Regular Meeting of Council,2/25/2019,Angelo Bentivegna,"Remove the new materials storage facility for the Roads, Parks and Forestry Operations Centre from the 2019 budget.",Yes,LOST
126,Regular Meeting of Council,2/25/2019,Angelo Bentivegna,Defer the purchase of a new sweeper for the downtown until information is known regarding new development.,Yes,LOST
127,Regular Meeting of Council,2/25/2019,Angelo Bentivegna,,,CARRIED
128,Regular Meeting of Council,3/25/2019,Marianne Meed Ward,,Yes,CARRIED
129,Regular Meeting of Council,3/25/2019,Marianne Meed Ward,,Yes,CARRIED
130,Regular Meeting of Council,3/25/2019,Marianne Meed Ward,,Yes,CARRIED
131,Regular Meeting of Council,3/25/2019,Marianne Meed Ward,"Refer report PB-15-19 from the Planning and Development meeting of March 5, 2019 regarding proposed official plan and zoning by-law amendments for 1335-1355 Plains Road East to the April 23, 2019 meeting of Council.",Yes,CARRIED
132,Regular Meeting of Council,3/25/2019,Marianne Meed Ward,"Approve the 2019 operating budget including any budget amendments approved by the Committee of the Whole - Budget to be applied against the proposed net tax levy amount of $165,960,609; and
Direct the City Manager to report back by May 31, 2019 with recommendations for addressing the following corporate priorities pertaining the services provided by the City Managers Office:

Enhanced focus on corporate strategic planning, management and strategy execution including ongoing implementation and reporting on City Councils 4 year work plan.
Establishment of Corporate Innovation and Performance Improvement function including but not limited to an ongoing continuous improvement program (e.g. Lean Six Sigma)
Development and Implementation of a City Manager led multi-year City Service Review Process focused on identifying and recommending for Council consideration in conjunction with the annual budget process, proposed changes to City services resulting in sustainable operational efficiencies and annual net budget savings.
Establishment of an Organizational Transformation Function focused on strategic oversight and execution of major strategic initiatives and projects including citizen-centred digital service delivery.
Development and implementation of regular corporate performance reporting on measurable outcomes related to major strategic initiatives and projects and ongoing service review efficiencies including cumulative net budget savings; and

 
Direct the City Manager to undertake with the Director of Finance an internal review and realignment of 2019 proposed budget resources in the City Managers Office to accommodate the above noted priorities while incorporating a net budget reduction of $235,000; and
Direct the City Manager to report back on multi-year budgeting; and
Direct the Director of Roads, Parks and Forestry to bring forward a business case for 2020 budget with options for future tree management; and
Direct the Director of Finance to bring forward an amendment to the Planning Fee Stabilization Reserve Fund by-law t permit use of funds for surge in workload; and
Approve $600,000, (subject to future confirmation), from the Policy Initiatives Reserve Fund for Official Plan related work such as a housing strategy, subject to the Director of City Building reporting back with a progress update on the Official Plan work plan; and
Direct the Director of Transit to monitor progress of the pilot project with a working group including council representation, citizen representation and transit staff and report back to the Committee of the Whole; and
Direct the Director of Transit to work with the Halton District School Board, Halton Catholic District School Board, Conseil Scolaire Viamonde and  Conseil scolaire catholique Mon Avenir on a potential transit fare strategy to increase ridership of students while mitigating associated risks; and
Direct the Director of Transit to work with Halton Region to increase the number of people eligible to obtain Split passes and seek 100% funding towards Split passes from the Region.",Yes,CARRIED
133,Regular Meeting of Council,3/25/2019,Marianne Meed Ward,Receive and file legal department report L-01-19 regarding LaSalle Park Marina.,,CARRIED
134,Regular Meeting of Council,3/25/2019,Marianne Meed Ward,"Direct the Director of Transportation Services to complete a detailed assessment of intersections and report back with a business case for the implementation of Red Light Cameras including recommended intersections, program costs and an implementation plan by Q2 of 2020; and
Direct the Director of Transportation Services to continue to participate in the Ontario Traffic Council Automated Speed Enforcement (ASE) working group and report back as program details are available.",Yes,CARRIED
135,Regular Meeting of Council,3/25/2019,Marianne Meed Ward,"Approve the design guidelines for mixed-use and residential mid-rise buildings (Mid-Rise Building Guidelines), included as Appendix A as amended to department of city building report PB-10-19.",Yes,CARRIED
136,Regular Meeting of Council,3/25/2019,Marianne Meed Ward,"Receive and file department of city building report PB-18-19 and its appendices regarding the City of Burlington Submission on the Proposed Amendment 1 to the Growth Plan for the Greater Golden Horseshoe, 2017; and
Direct the Director of City Building to submit the appendices, as amended, to department of city building report PB-18-19 as the City of Burlington Submission on the Proposed Amendment 1 to the Growth Plan for the Greater Golden Horseshoe, 2017 by the comment submission deadline of February 28, 2019; and
Direct the Director of City Building to provide any additional comments to the Province, if any, upon Council approval on March 25, 2019; and
Direct the Director of City Building to include the following in the Citys submission to the Province related to the Proposed Amendment 1 to the Growth Plan for the Greater Golden Horseshoe, 2017:
City of Burlington Council endorses and reinforces that Regional growth targets are calculated across the Region, which allows for individual municipality variations; and
Intensification and density targets applications will continue to be fully examined through the Regions municipal comprehensive review to ensure its implementation fully reflects local contexts and conditions; and
Notwithstanding that the growth forecasts and density targets are minimums and municipalities are encouraged to go beyond them, the forecasts and targets are relevant to planning and must guide planning decisions given their relationship to infrastructure planning and development charge calculations among other community planning considerations; and
Municipalities should be considered compliant with provincial legislation when meeting the forecasts and targets, and any decisions to go beyond minimums should be a municipal decision based on local circumstances; and
Once a municipality has met their forecasts and targets in a defined area, or across the municipality, or both, they can only be altered through a five year Official Plan Review; and
In addition to Best Planning Estimates, local municipal planning estimates outside of designated greenfield areas must be incorporated into infrastructure, population and employment service planning.",Yes,CARRIED
137,Regular Meeting of Council,3/25/2019,Marianne Meed Ward,"Approve sole source procurement for the aerial application of the biological pesticide Bacillus thuringiensis Kurstaki (Btk) in spring 2019. The services, provided by Zimmer Air Services, 9742 Blenheim Road, Blenheim, Ontario N0P 1A0 are quoted at a purchase price of $985.00 per hectare (Ha). Total contract value is estimated at $120,000.00.
 ",Yes,CARRIED
138,Regular Meeting of Council,3/25/2019,Marianne Meed Ward,Approve the 2019  2023 Multi-Year Accessibility Plan attached as Appendix A to capital works department report CW-01-19.,Yes,CARRIED
139,Regular Meeting of Council,3/25/2019,Marianne Meed Ward,"Direct the Interim City Manager to implement Option A regarding the future operation of the Marina at LaSalle Park as outlined in report CM-01-19; and
Direct the Executive Director of Capital Works to proceed with the Request for Proposal for the acquisition of a new floating wave break and report back on the results of the Request for Proposal (Option A); and
Direct the Director of Parks and Recreation to continue negotiations with the LaSalle Park Marina Association for a long-term license agreement for the operation of the Marina at LaSalle Park and report back on the results (Option A); and
Direct the Interim City Manager to report back on alternative governance and operating models and the process for continuance of a community-based public Marina at LaSalle Park and report back to Committee of the Whole on or before July 8, 2019; and
Direct the Director of Parks and Recreation to explore alternative funding options for the Marina at LaSalle Park.
 ",Yes,CARRIED
140,Regular Meeting of Council,3/25/2019,Marianne Meed Ward,"Direct the Director of Roads, Parks and Forestry to complete a review of winter operations and provide recommendations to Committee of the Whole for 2020 budget considerations including the following:

Improvements to sidewalk, pathway and bike lane clearing in accordance with recent revisions to the Minimum Maintenance Standards: and
Increased management oversight of winter operations on shifts; and
Increased oversight of contracted services; and
Consideration of changes to equipment and service provision for plowing (10 year contract preparations are commencing); and
Options for enhanced service on residential roads; and
Options for enhanced service on laneways and pathways; and
Options for changes to the Windrow Program; and
Options for enhanced communications; and
Options for salt boxes in neighbourhoods near pathways; and
Consultation with citizen advisory committees for service level suggestions; and
Review of road prioritization / service levels for snow removal; and
Options to purchase a grader or to secure a contract for the operation of a grader, including analysis of the value proposition of those options; and
Report back at a workshop before the 2020 budget.

 ",Yes,CARRIED
141,Regular Meeting of Council,3/25/2019,Marianne Meed Ward,"Direct the Director of Roads, Parks and Forestry to add the path adjacent to the Brant Hills Community Centre to the route of the sidewalk plow, to be plowed with the same priority as sidewalks on a primary route, including salting (consistent with current service standards) for the remainder of winter 2019.",Yes,CARRIED
142,Regular Meeting of Council,3/25/2019,Marianne Meed Ward,"Receive and file finance department report F-06-19 regarding reserve for contingencies as at December 31, 2018.",,CARRIED
143,Regular Meeting of Council,3/25/2019,Marianne Meed Ward,"Direct the City Solicitor or her designate to proceed in accordance with the instructions sought in matters 7, 8, 19, 20, 25 and that the balance of L-2-19 be received and filed.",Yes,CARRIED
144,Regular Meeting of Council,3/25/2019,Marianne Meed Ward,Direct the City Manager to investigate alternate space locations for the mobility hubs staff team.,,CARRIED
145,Regular Meeting of Council,3/25/2019,Marianne Meed Ward,Direct the Director of Parks and Recreation to conduct a workshop for council that provides an overview of current practices and opportunities in recreation services with a focus on youth and people with special needs and report back with opportunities for the 2020 budget.,,CARRIED
146,Regular Meeting of Council,3/25/2019,Marianne Meed Ward,Direct the Director of Parks and Recreation and the Executive Director of Capital Works to report back to council by Q4 2019 with proposed changes to the leash free implementation criteria through public engagement.,,CARRIED
147,Regular Meeting of Council,3/25/2019,Marianne Meed Ward,Direct the Director of Transportation Services to report back by September 2019 with an update on the ongoing and planned traffic management strategies aimed at improving traffic congestion on Burlington's road network.,,CARRIED
148,Regular Meeting of Council,3/25/2019,Marianne Meed Ward,Direct the Director of Transportation Services to report back by Q3 2019 on recommended road safety improvements for intersections along James Street between Brant Street and Martha Street and on Brant Street from Caroline Street to Lakeshore Road.,,CARRIED
149,Regular Meeting of Council,3/25/2019,Marianne Meed Ward,"Direct the Executive Director of Capital Works to report to council with an update on road condition including PQI, life cycle position, age, status of related underground rehabilitation needs, timing and recommended proposed treatment strategies for the 2020 budget.",,CARRIED
150,Regular Meeting of Council,3/25/2019,Marianne Meed Ward,Receive and file finance department report F-03-19 regarding the 20 year budget driver forecast.,Yes,CARRIED
151,Regular Meeting of Council,3/25/2019,Marianne Meed Ward,"Direct the Executive Director of Burlington Museums to report back to council prior to the 2020 budget on the amount that can be raised from events to cover staffing costs, and include the balance as a business case for the 2020 budget.",,CARRIED
