ObjectId,MeetingType,MeetingDate,Voter,Resolution,Vote,Result
221,Special Meeting of Council,6/11/2020,Lisa Kearns,"Enact and pass the following by-laws which are now introduced, entitled and numbered as indicated below:",Yes,CARRIED
222,Special Meeting of Council,6/11/2020,Lisa Kearns,"Direct the City Manager to proceed with the interim service delivery program recommendations as outlined in Appendices A, B, and C of city managers office report CM-16-20 related to arenas - recreation services, aquatics  recreation services and summer youth programming  recreation services and, at the discretion of the City Manager, add inventory and expedite as needed to meet demand for arenas, aquatics and summer youth programming in accordance with provincial guidelines to an upset limit of $300,000 in total; and
Receive and file Appendix D of city managers office report CM-16-20 providing interim service delivery modifications approved by the Burlington Leadership Team, Emergency Control Group and/or service leads for sport fields - recreation services; and
Receive and file Appendix E of city managers office report CM-16-20 providing interim service delivery modifications approved by the Library Board for the Burlington Public Library; and
Direct the Chief Financial Officer to track and monitor the financial implications of the above service delivery program changes in the ongoing COVID-19 financial impact reporting to Council.",Yes,CARRIED
223,Special Meeting of Council,6/11/2020,Rory Nisan,"Enact and pass the following by-laws which are now introduced, entitled and numbered as indicated below:",Yes,CARRIED
224,Special Meeting of Council,6/11/2020,Rory Nisan,"Direct the City Manager to proceed with the interim service delivery program recommendations as outlined in Appendices A, B, and C of city managers office report CM-16-20 related to arenas - recreation services, aquatics  recreation services and summer youth programming  recreation services and, at the discretion of the City Manager, add inventory and expedite as needed to meet demand for arenas, aquatics and summer youth programming in accordance with provincial guidelines to an upset limit of $300,000 in total; and
Receive and file Appendix D of city managers office report CM-16-20 providing interim service delivery modifications approved by the Burlington Leadership Team, Emergency Control Group and/or service leads for sport fields - recreation services; and
Receive and file Appendix E of city managers office report CM-16-20 providing interim service delivery modifications approved by the Library Board for the Burlington Public Library; and
Direct the Chief Financial Officer to track and monitor the financial implications of the above service delivery program changes in the ongoing COVID-19 financial impact reporting to Council.",Yes,CARRIED
225,Special Meeting of Council,6/11/2020,Shawna Stolte,"Enact and pass the following by-laws which are now introduced, entitled and numbered as indicated below:",Yes,CARRIED
226,Special Meeting of Council,6/11/2020,Shawna Stolte,"Direct the City Manager to proceed with the interim service delivery program recommendations as outlined in Appendices A, B, and C of city managers office report CM-16-20 related to arenas - recreation services, aquatics  recreation services and summer youth programming  recreation services and, at the discretion of the City Manager, add inventory and expedite as needed to meet demand for arenas, aquatics and summer youth programming in accordance with provincial guidelines to an upset limit of $300,000 in total; and
Receive and file Appendix D of city managers office report CM-16-20 providing interim service delivery modifications approved by the Burlington Leadership Team, Emergency Control Group and/or service leads for sport fields - recreation services; and
Receive and file Appendix E of city managers office report CM-16-20 providing interim service delivery modifications approved by the Library Board for the Burlington Public Library; and
Direct the Chief Financial Officer to track and monitor the financial implications of the above service delivery program changes in the ongoing COVID-19 financial impact reporting to Council.",Yes,CARRIED
227,Special Meeting of Council,6/11/2020,Paul Sharman,"Enact and pass the following by-laws which are now introduced, entitled and numbered as indicated below:",Yes,CARRIED
228,Special Meeting of Council,6/11/2020,Paul Sharman,"Direct the City Manager to proceed with the interim service delivery program recommendations as outlined in Appendices A, B, and C of city managers office report CM-16-20 related to arenas - recreation services, aquatics  recreation services and summer youth programming  recreation services and, at the discretion of the City Manager, add inventory and expedite as needed to meet demand for arenas, aquatics and summer youth programming in accordance with provincial guidelines to an upset limit of $300,000 in total; and
Receive and file Appendix D of city managers office report CM-16-20 providing interim service delivery modifications approved by the Burlington Leadership Team, Emergency Control Group and/or service leads for sport fields - recreation services; and
Receive and file Appendix E of city managers office report CM-16-20 providing interim service delivery modifications approved by the Library Board for the Burlington Public Library; and
Direct the Chief Financial Officer to track and monitor the financial implications of the above service delivery program changes in the ongoing COVID-19 financial impact reporting to Council.",Yes,CARRIED
229,Special Meeting of Council,6/11/2020,Angelo Bentivegna,"Enact and pass the following by-laws which are now introduced, entitled and numbered as indicated below:",Yes,CARRIED
230,Special Meeting of Council,6/11/2020,Angelo Bentivegna,"Direct the City Manager to proceed with the interim service delivery program recommendations as outlined in Appendices A, B, and C of city managers office report CM-16-20 related to arenas - recreation services, aquatics  recreation services and summer youth programming  recreation services and, at the discretion of the City Manager, add inventory and expedite as needed to meet demand for arenas, aquatics and summer youth programming in accordance with provincial guidelines to an upset limit of $300,000 in total; and
Receive and file Appendix D of city managers office report CM-16-20 providing interim service delivery modifications approved by the Burlington Leadership Team, Emergency Control Group and/or service leads for sport fields - recreation services; and
Receive and file Appendix E of city managers office report CM-16-20 providing interim service delivery modifications approved by the Library Board for the Burlington Public Library; and
Direct the Chief Financial Officer to track and monitor the financial implications of the above service delivery program changes in the ongoing COVID-19 financial impact reporting to Council.",Yes,CARRIED
231,Special Meeting of Council,6/18/2020,Marianne Meed Ward,"Enact and pass the following by-laws which are now introduced, entitled and numbered as indicated below:",Yes,CARRIED
232,Special Meeting of Council,6/18/2020,Marianne Meed Ward,"Approve By-law 2020.421, a proposed Temporary Use By-law and By-law to regulate Temporary Outdoor Patios; and
Waive the requirement for site plan and zoning clearance approvals for temporary patios until January 1, 2021; and
Waive all application fees associated with temporary patios until January 1, 2021; and
Authorize the Executive Director of Community Planning, Regulation and Mobility, working in consultation with the Director of Transportation, to approve temporary outdoor patios and/or temporary retail space on private property subject to such criteria and conditions as staff deem appropriate; and
Authorize City staff to grant such other approvals, consents or other authorizations and authorize City staff to take any such other steps as may from time to time be required to implement the recommendations set out in community planning report PL-38-20; and
Endorse that approvals for any temporary patios and/or temporary retail space as contemplated in community planning report PL-38-20 shall expire no later than January 1, 2021.",Yes,CARRIED
233,Special Meeting of Council,6/18/2020,Marianne Meed Ward,"Direct the Director of Community Planning to initiate an Expression of Interest process, in partnership with the Burlington Downtown Business Association to implement a plan for the use of municipal lands downtown for temporary restaurant patios and/or temporary retail space; and
Authorize the Executive Director of Community Planning, Regulation and Mobility, working in consultation with the Director of Transportation, to approve temporary restaurant patios and/or temporary retail space on municipal lands in downtown Burlington, subject to such criteria and conditions as staff deem appropriate; and
Authorize the Executive Director of Legal Services and Corporation Counsel, working in consultation with the Executive Director of Community Planning, Regulation and Mobility, to approve license agreements or such other agreements as may be required to permit the temporary use of municipal lands for approved restaurant patios and/or approved retail space; and
Enact the by-law attached as Appendix A to community planning department report PL-37-20 to authorize the Director of Transportation to temporarily restrict the common law right of passage for vehicles over certain portions of streets within downtown Burlington to facilitate the installation of temporary restaurant patios and/or temporary retail space; and
Authorize the Executive Director of Community Planning, Regulation and Mobility to execute any documents and agreements necessary to implement the recommendations set out in community planning department report PL-37-20; and
Authorize City staff to grant such other approvals, consents or other authorizations and authorize City staff to take any such other steps as may from time to time be required to implement the recommendations set out in community planning department report PL-37-20; and
Endorse that approvals for any temporary patios and/or temporary retail space as contemplated in community planning report PL-37-20 shall expire no later than January 1, 2021; and
Direct the Director of Community Planning to waive the $250 processing fee; and
Direct the Director of Transportation Services to include the following street closures to support temporary patio and retail sales for COVID-19 recovery in downtown Burlington: 

The establishment of patios on Brant Street sidewalks, from Elgin Street to Lakeshore Road, on the west side of the street, and the subsequent removal of on-street parking with pedestrian movements to be accommodated through the on-street parking lane
The establishment of patios on John Street sidewalks, from Pine Street to Lakeshore Road, on the east side of the street, and the subsequent removal of on-street parking with pedestrian movements to be accommodated through the on-street parking lane 
The establishment of patios/extended patios on the sidewalk on the north portion of Lakeshore Road, from Martha Street to Nelson Avenue, and the subsequent closure of the westbound curb lane.
",Yes,CARRIED
234,Special Meeting of Council,6/18/2020,Kelvin Galbraith,"Enact and pass the following by-laws which are now introduced, entitled and numbered as indicated below:",Yes,CARRIED
235,Special Meeting of Council,6/18/2020,Kelvin Galbraith,"Approve By-law 2020.421, a proposed Temporary Use By-law and By-law to regulate Temporary Outdoor Patios; and
Waive the requirement for site plan and zoning clearance approvals for temporary patios until January 1, 2021; and
Waive all application fees associated with temporary patios until January 1, 2021; and
Authorize the Executive Director of Community Planning, Regulation and Mobility, working in consultation with the Director of Transportation, to approve temporary outdoor patios and/or temporary retail space on private property subject to such criteria and conditions as staff deem appropriate; and
Authorize City staff to grant such other approvals, consents or other authorizations and authorize City staff to take any such other steps as may from time to time be required to implement the recommendations set out in community planning report PL-38-20; and
Endorse that approvals for any temporary patios and/or temporary retail space as contemplated in community planning report PL-38-20 shall expire no later than January 1, 2021.",Yes,CARRIED
236,Special Meeting of Council,6/18/2020,Kelvin Galbraith,"Direct the Director of Community Planning to initiate an Expression of Interest process, in partnership with the Burlington Downtown Business Association to implement a plan for the use of municipal lands downtown for temporary restaurant patios and/or temporary retail space; and
Authorize the Executive Director of Community Planning, Regulation and Mobility, working in consultation with the Director of Transportation, to approve temporary restaurant patios and/or temporary retail space on municipal lands in downtown Burlington, subject to such criteria and conditions as staff deem appropriate; and
Authorize the Executive Director of Legal Services and Corporation Counsel, working in consultation with the Executive Director of Community Planning, Regulation and Mobility, to approve license agreements or such other agreements as may be required to permit the temporary use of municipal lands for approved restaurant patios and/or approved retail space; and
Enact the by-law attached as Appendix A to community planning department report PL-37-20 to authorize the Director of Transportation to temporarily restrict the common law right of passage for vehicles over certain portions of streets within downtown Burlington to facilitate the installation of temporary restaurant patios and/or temporary retail space; and
Authorize the Executive Director of Community Planning, Regulation and Mobility to execute any documents and agreements necessary to implement the recommendations set out in community planning department report PL-37-20; and
Authorize City staff to grant such other approvals, consents or other authorizations and authorize City staff to take any such other steps as may from time to time be required to implement the recommendations set out in community planning department report PL-37-20; and
Endorse that approvals for any temporary patios and/or temporary retail space as contemplated in community planning report PL-37-20 shall expire no later than January 1, 2021; and
Direct the Director of Community Planning to waive the $250 processing fee; and
Direct the Director of Transportation Services to include the following street closures to support temporary patio and retail sales for COVID-19 recovery in downtown Burlington: 

The establishment of patios on Brant Street sidewalks, from Elgin Street to Lakeshore Road, on the west side of the street, and the subsequent removal of on-street parking with pedestrian movements to be accommodated through the on-street parking lane
The establishment of patios on John Street sidewalks, from Pine Street to Lakeshore Road, on the east side of the street, and the subsequent removal of on-street parking with pedestrian movements to be accommodated through the on-street parking lane 
The establishment of patios/extended patios on the sidewalk on the north portion of Lakeshore Road, from Martha Street to Nelson Avenue, and the subsequent closure of the westbound curb lane.
",Yes,CARRIED
237,Special Meeting of Council,6/18/2020,Lisa Kearns,"Enact and pass the following by-laws which are now introduced, entitled and numbered as indicated below:",Yes,CARRIED
238,Special Meeting of Council,6/18/2020,Lisa Kearns,"Approve By-law 2020.421, a proposed Temporary Use By-law and By-law to regulate Temporary Outdoor Patios; and
Waive the requirement for site plan and zoning clearance approvals for temporary patios until January 1, 2021; and
Waive all application fees associated with temporary patios until January 1, 2021; and
Authorize the Executive Director of Community Planning, Regulation and Mobility, working in consultation with the Director of Transportation, to approve temporary outdoor patios and/or temporary retail space on private property subject to such criteria and conditions as staff deem appropriate; and
Authorize City staff to grant such other approvals, consents or other authorizations and authorize City staff to take any such other steps as may from time to time be required to implement the recommendations set out in community planning report PL-38-20; and
Endorse that approvals for any temporary patios and/or temporary retail space as contemplated in community planning report PL-38-20 shall expire no later than January 1, 2021.",Yes,CARRIED
239,Special Meeting of Council,6/18/2020,Lisa Kearns,"Direct the Director of Community Planning to initiate an Expression of Interest process, in partnership with the Burlington Downtown Business Association to implement a plan for the use of municipal lands downtown for temporary restaurant patios and/or temporary retail space; and
Authorize the Executive Director of Community Planning, Regulation and Mobility, working in consultation with the Director of Transportation, to approve temporary restaurant patios and/or temporary retail space on municipal lands in downtown Burlington, subject to such criteria and conditions as staff deem appropriate; and
Authorize the Executive Director of Legal Services and Corporation Counsel, working in consultation with the Executive Director of Community Planning, Regulation and Mobility, to approve license agreements or such other agreements as may be required to permit the temporary use of municipal lands for approved restaurant patios and/or approved retail space; and
Enact the by-law attached as Appendix A to community planning department report PL-37-20 to authorize the Director of Transportation to temporarily restrict the common law right of passage for vehicles over certain portions of streets within downtown Burlington to facilitate the installation of temporary restaurant patios and/or temporary retail space; and
Authorize the Executive Director of Community Planning, Regulation and Mobility to execute any documents and agreements necessary to implement the recommendations set out in community planning department report PL-37-20; and
Authorize City staff to grant such other approvals, consents or other authorizations and authorize City staff to take any such other steps as may from time to time be required to implement the recommendations set out in community planning department report PL-37-20; and
Endorse that approvals for any temporary patios and/or temporary retail space as contemplated in community planning report PL-37-20 shall expire no later than January 1, 2021; and
Direct the Director of Community Planning to waive the $250 processing fee; and
Direct the Director of Transportation Services to include the following street closures to support temporary patio and retail sales for COVID-19 recovery in downtown Burlington: 

The establishment of patios on Brant Street sidewalks, from Elgin Street to Lakeshore Road, on the west side of the street, and the subsequent removal of on-street parking with pedestrian movements to be accommodated through the on-street parking lane
The establishment of patios on John Street sidewalks, from Pine Street to Lakeshore Road, on the east side of the street, and the subsequent removal of on-street parking with pedestrian movements to be accommodated through the on-street parking lane 
The establishment of patios/extended patios on the sidewalk on the north portion of Lakeshore Road, from Martha Street to Nelson Avenue, and the subsequent closure of the westbound curb lane.
",Yes,CARRIED
240,Special Meeting of Council,6/18/2020,Rory Nisan,"Enact and pass the following by-laws which are now introduced, entitled and numbered as indicated below:",Yes,CARRIED
241,Special Meeting of Council,6/18/2020,Rory Nisan,"Approve By-law 2020.421, a proposed Temporary Use By-law and By-law to regulate Temporary Outdoor Patios; and
Waive the requirement for site plan and zoning clearance approvals for temporary patios until January 1, 2021; and
Waive all application fees associated with temporary patios until January 1, 2021; and
Authorize the Executive Director of Community Planning, Regulation and Mobility, working in consultation with the Director of Transportation, to approve temporary outdoor patios and/or temporary retail space on private property subject to such criteria and conditions as staff deem appropriate; and
Authorize City staff to grant such other approvals, consents or other authorizations and authorize City staff to take any such other steps as may from time to time be required to implement the recommendations set out in community planning report PL-38-20; and
Endorse that approvals for any temporary patios and/or temporary retail space as contemplated in community planning report PL-38-20 shall expire no later than January 1, 2021.",Yes,CARRIED
242,Special Meeting of Council,6/18/2020,Rory Nisan,"Direct the Director of Community Planning to initiate an Expression of Interest process, in partnership with the Burlington Downtown Business Association to implement a plan for the use of municipal lands downtown for temporary restaurant patios and/or temporary retail space; and
Authorize the Executive Director of Community Planning, Regulation and Mobility, working in consultation with the Director of Transportation, to approve temporary restaurant patios and/or temporary retail space on municipal lands in downtown Burlington, subject to such criteria and conditions as staff deem appropriate; and
Authorize the Executive Director of Legal Services and Corporation Counsel, working in consultation with the Executive Director of Community Planning, Regulation and Mobility, to approve license agreements or such other agreements as may be required to permit the temporary use of municipal lands for approved restaurant patios and/or approved retail space; and
Enact the by-law attached as Appendix A to community planning department report PL-37-20 to authorize the Director of Transportation to temporarily restrict the common law right of passage for vehicles over certain portions of streets within downtown Burlington to facilitate the installation of temporary restaurant patios and/or temporary retail space; and
Authorize the Executive Director of Community Planning, Regulation and Mobility to execute any documents and agreements necessary to implement the recommendations set out in community planning department report PL-37-20; and
Authorize City staff to grant such other approvals, consents or other authorizations and authorize City staff to take any such other steps as may from time to time be required to implement the recommendations set out in community planning department report PL-37-20; and
Endorse that approvals for any temporary patios and/or temporary retail space as contemplated in community planning report PL-37-20 shall expire no later than January 1, 2021; and
Direct the Director of Community Planning to waive the $250 processing fee; and
Direct the Director of Transportation Services to include the following street closures to support temporary patio and retail sales for COVID-19 recovery in downtown Burlington: 

The establishment of patios on Brant Street sidewalks, from Elgin Street to Lakeshore Road, on the west side of the street, and the subsequent removal of on-street parking with pedestrian movements to be accommodated through the on-street parking lane
The establishment of patios on John Street sidewalks, from Pine Street to Lakeshore Road, on the east side of the street, and the subsequent removal of on-street parking with pedestrian movements to be accommodated through the on-street parking lane 
The establishment of patios/extended patios on the sidewalk on the north portion of Lakeshore Road, from Martha Street to Nelson Avenue, and the subsequent closure of the westbound curb lane.
",Yes,CARRIED
243,Special Meeting of Council,7/28/2020,Shawna Stolte,"Enact and pass the following by-laws which are now introduced, entitled and numbered as indicated below:",Yes,CARRIED
244,Special Meeting of Council,6/18/2020,Shawna Stolte,"Enact and pass the following by-laws which are now introduced, entitled and numbered as indicated below:",Yes,CARRIED
245,Special Meeting of Council,6/18/2020,Shawna Stolte,"Approve By-law 2020.421, a proposed Temporary Use By-law and By-law to regulate Temporary Outdoor Patios; and
Waive the requirement for site plan and zoning clearance approvals for temporary patios until January 1, 2021; and
Waive all application fees associated with temporary patios until January 1, 2021; and
Authorize the Executive Director of Community Planning, Regulation and Mobility, working in consultation with the Director of Transportation, to approve temporary outdoor patios and/or temporary retail space on private property subject to such criteria and conditions as staff deem appropriate; and
Authorize City staff to grant such other approvals, consents or other authorizations and authorize City staff to take any such other steps as may from time to time be required to implement the recommendations set out in community planning report PL-38-20; and
Endorse that approvals for any temporary patios and/or temporary retail space as contemplated in community planning report PL-38-20 shall expire no later than January 1, 2021.",Yes,CARRIED
246,Special Meeting of Council,6/18/2020,Shawna Stolte,"Direct the Director of Community Planning to initiate an Expression of Interest process, in partnership with the Burlington Downtown Business Association to implement a plan for the use of municipal lands downtown for temporary restaurant patios and/or temporary retail space; and
Authorize the Executive Director of Community Planning, Regulation and Mobility, working in consultation with the Director of Transportation, to approve temporary restaurant patios and/or temporary retail space on municipal lands in downtown Burlington, subject to such criteria and conditions as staff deem appropriate; and
Authorize the Executive Director of Legal Services and Corporation Counsel, working in consultation with the Executive Director of Community Planning, Regulation and Mobility, to approve license agreements or such other agreements as may be required to permit the temporary use of municipal lands for approved restaurant patios and/or approved retail space; and
Enact the by-law attached as Appendix A to community planning department report PL-37-20 to authorize the Director of Transportation to temporarily restrict the common law right of passage for vehicles over certain portions of streets within downtown Burlington to facilitate the installation of temporary restaurant patios and/or temporary retail space; and
Authorize the Executive Director of Community Planning, Regulation and Mobility to execute any documents and agreements necessary to implement the recommendations set out in community planning department report PL-37-20; and
Authorize City staff to grant such other approvals, consents or other authorizations and authorize City staff to take any such other steps as may from time to time be required to implement the recommendations set out in community planning department report PL-37-20; and
Endorse that approvals for any temporary patios and/or temporary retail space as contemplated in community planning report PL-37-20 shall expire no later than January 1, 2021; and
Direct the Director of Community Planning to waive the $250 processing fee; and
Direct the Director of Transportation Services to include the following street closures to support temporary patio and retail sales for COVID-19 recovery in downtown Burlington: 

The establishment of patios on Brant Street sidewalks, from Elgin Street to Lakeshore Road, on the west side of the street, and the subsequent removal of on-street parking with pedestrian movements to be accommodated through the on-street parking lane
The establishment of patios on John Street sidewalks, from Pine Street to Lakeshore Road, on the east side of the street, and the subsequent removal of on-street parking with pedestrian movements to be accommodated through the on-street parking lane 
The establishment of patios/extended patios on the sidewalk on the north portion of Lakeshore Road, from Martha Street to Nelson Avenue, and the subsequent closure of the westbound curb lane.
",Yes,CARRIED
247,Special Meeting of Council,6/18/2020,Paul Sharman,"Enact and pass the following by-laws which are now introduced, entitled and numbered as indicated below:",Yes,CARRIED
248,Special Meeting of Council,6/18/2020,Paul Sharman,"Approve By-law 2020.421, a proposed Temporary Use By-law and By-law to regulate Temporary Outdoor Patios; and
Waive the requirement for site plan and zoning clearance approvals for temporary patios until January 1, 2021; and
Waive all application fees associated with temporary patios until January 1, 2021; and
Authorize the Executive Director of Community Planning, Regulation and Mobility, working in consultation with the Director of Transportation, to approve temporary outdoor patios and/or temporary retail space on private property subject to such criteria and conditions as staff deem appropriate; and
Authorize City staff to grant such other approvals, consents or other authorizations and authorize City staff to take any such other steps as may from time to time be required to implement the recommendations set out in community planning report PL-38-20; and
Endorse that approvals for any temporary patios and/or temporary retail space as contemplated in community planning report PL-38-20 shall expire no later than January 1, 2021.",Yes,CARRIED
249,Special Meeting of Council,6/18/2020,Paul Sharman,"Direct the Director of Community Planning to initiate an Expression of Interest process, in partnership with the Burlington Downtown Business Association to implement a plan for the use of municipal lands downtown for temporary restaurant patios and/or temporary retail space; and
Authorize the Executive Director of Community Planning, Regulation and Mobility, working in consultation with the Director of Transportation, to approve temporary restaurant patios and/or temporary retail space on municipal lands in downtown Burlington, subject to such criteria and conditions as staff deem appropriate; and
Authorize the Executive Director of Legal Services and Corporation Counsel, working in consultation with the Executive Director of Community Planning, Regulation and Mobility, to approve license agreements or such other agreements as may be required to permit the temporary use of municipal lands for approved restaurant patios and/or approved retail space; and
Enact the by-law attached as Appendix A to community planning department report PL-37-20 to authorize the Director of Transportation to temporarily restrict the common law right of passage for vehicles over certain portions of streets within downtown Burlington to facilitate the installation of temporary restaurant patios and/or temporary retail space; and
Authorize the Executive Director of Community Planning, Regulation and Mobility to execute any documents and agreements necessary to implement the recommendations set out in community planning department report PL-37-20; and
Authorize City staff to grant such other approvals, consents or other authorizations and authorize City staff to take any such other steps as may from time to time be required to implement the recommendations set out in community planning department report PL-37-20; and
Endorse that approvals for any temporary patios and/or temporary retail space as contemplated in community planning report PL-37-20 shall expire no later than January 1, 2021; and
Direct the Director of Community Planning to waive the $250 processing fee; and
Direct the Director of Transportation Services to include the following street closures to support temporary patio and retail sales for COVID-19 recovery in downtown Burlington: 

The establishment of patios on Brant Street sidewalks, from Elgin Street to Lakeshore Road, on the west side of the street, and the subsequent removal of on-street parking with pedestrian movements to be accommodated through the on-street parking lane
The establishment of patios on John Street sidewalks, from Pine Street to Lakeshore Road, on the east side of the street, and the subsequent removal of on-street parking with pedestrian movements to be accommodated through the on-street parking lane 
The establishment of patios/extended patios on the sidewalk on the north portion of Lakeshore Road, from Martha Street to Nelson Avenue, and the subsequent closure of the westbound curb lane.
",Yes,CARRIED
250,Special Meeting of Council,6/18/2020,Angelo Bentivegna,"Enact and pass the following by-laws which are now introduced, entitled and numbered as indicated below:",Yes,CARRIED
251,Special Meeting of Council,6/18/2020,Angelo Bentivegna,"Approve By-law 2020.421, a proposed Temporary Use By-law and By-law to regulate Temporary Outdoor Patios; and
Waive the requirement for site plan and zoning clearance approvals for temporary patios until January 1, 2021; and
Waive all application fees associated with temporary patios until January 1, 2021; and
Authorize the Executive Director of Community Planning, Regulation and Mobility, working in consultation with the Director of Transportation, to approve temporary outdoor patios and/or temporary retail space on private property subject to such criteria and conditions as staff deem appropriate; and
Authorize City staff to grant such other approvals, consents or other authorizations and authorize City staff to take any such other steps as may from time to time be required to implement the recommendations set out in community planning report PL-38-20; and
Endorse that approvals for any temporary patios and/or temporary retail space as contemplated in community planning report PL-38-20 shall expire no later than January 1, 2021.",Yes,CARRIED
252,Special Meeting of Council,4/6/2020,Shawna Stolte,"Receive and file items, having been considered by Council: ",Yes,CARRIED
253,Special Meeting of Council,7/28/2020,Shawna Stolte,"Amend the City of Burlington submission on the proposed Amendment 1 to the Growth Plan for the Greater Golden Horseshoe, 2019 as detailed below:

To update the first sentence of Comments related to policy 2.2.5.10 c)  Employment/MTSA:

 In general, the City supports the intent of this policy change, but notes this proposed policy presents challenges related to a municipalitys ability to plan for its MTSAs in a timely manner.

To update the last paragraph of Proposed Alternative, if any related to policy 2.2.5.10 c)  Employment/MTSA:

The City needs more tools to ensure the development of complete communities in MTSAs, such as policy direction that requires the retention of a minimum gross floor area and/or minimum employment density of for employment uses after an employment conversion has occurred.


To add the following to Comments related to Proposed New Land Needs Assessment Methodology - Purpose and Objectives:

The City requests that the Province provide more funding as well as tools to support municipalities in their ability to plan for and provide public infrastructure such as schools, community centres, libraries, etc. over the long term to meet complete communities objectives to the 2051 planning horizon. 

To add the following to Comments related to policy 2.2.6.1 d)  Housing:

The City also requests that the Province provide stronger tools to assist municipalities in delivering more housing to a broad range of demographics and income levels. 

To update the following on page 4 of Appendix A - Cover Letter under Staff Analysis related to Updated Growth Forecast Numbers:

Additional guidance is required to ensure that this policy would be used appropriately and would require appropriate planning arguments for increased growth targets beyond the minimums established in A Place to Grow.",Yes,CARRIED
254,Special Meeting of Council,4/6/2020,Shawna Stolte,"Adjourn this Council now to meet again at the call of the Mayor.
4:48 p.m.",Yes,CARRIED
255,Special Meeting of Council,4/6/2020,Shawna Stolte,"Enact and pass By-law Number 18-2020, being a by-law to confirm the proceedings of Special Council at its meeting held April 6, 2020, being read a first, second and third time.",Yes,CARRIED
256,Special Meeting of Council,4/6/2020,Shawna Stolte,"Amend by-law 63-2019 2020 Interim Tax Levy By-law to allow for provisional relief of penalty and interest for property taxes in the months of April and May 2020; and
Allow for provisional relief of the administration charge for returned payments as described in by-law 52-2019 (Rates and Fees By-law); and
Review the provisional relief on a monthly basis until the state of emergency to COVID is lifted.",Yes,CARRIED
257,Special Meeting of Council,7/28/2020,Paul Sharman,"Direct the Director of Community Planning to submit the appendices as amended to community planning department report PL-42-20 as the City of Burlington submission on the proposed Amendment 1 to the Growth Plan for the Greater Golden Horseshoe, 2019 by the comment submission deadline of July 31, 2020. With the following amendments made at its Council meeting of July 28, 2020:



To update the first sentence of Comments related to policy 2.2.5.10 c)  Employment/MTSA:

 In general, the City supports the intent of this policy change, but notes this proposed policy presents challenges related to a municipalitys ability to plan for its MTSAs in a timely manner.

To update the last paragraph of Proposed Alternative, if any related to policy 2.2.5.10 c)  Employment/MTSA:

The City needs more tools to ensure the development of complete communities in MTSAs, such as policy direction that requires the retention of a minimum gross floor area and/or minimum employment density of for employment uses after an employment conversion has occurred.


To add the following to Comments related to Proposed New Land Needs Assessment Methodology - Purpose and Objectives:

The City requests that the Province provide more funding as well as tools to support municipalities in their ability to plan for and provide public infrastructure such as schools, community centres, libraries, etc. over the long term to meet complete communities objectives to the 2051 planning horizon. 

To add the following to Comments related to policy 2.2.6.1 d)  Housing:

The City also requests that the Province provide stronger tools to assist municipalities in delivering more housing to a broad range of demographics and income levels. 

To update the following on page 4 of Appendix A - Cover Letter under Staff Analysis related to Updated Growth Forecast Numbers:

Additional guidance is required to ensure that this policy would be used appropriately and would require appropriate planning arguments for increased growth targets beyond the minimums established in A Place to Grow.

",Yes,CARRIED
258,Special Meeting of Council,4/6/2020,Shawna Stolte,"Receive transmittal report BB-03-20 dated April 5, 2020; and
Adopt the proposed Physical Distancing By-law (revised), as contained in Appendix A to Report BB-03-20.",Yes,CARRIED
259,Special Meeting of Council,4/6/2020,Shawna Stolte,"Enact and pass the following by-laws which are now introduced, entitled and numbered as indicated below:",Yes,CARRIED
260,Special Meeting of Council,4/6/2020,Paul Sharman,"Receive and file items, having been considered by Council: ",Yes,CARRIED
261,Special Meeting of Council,4/6/2020,Paul Sharman,"Adjourn this Council now to meet again at the call of the Mayor.
4:48 p.m.",Yes,CARRIED
262,Special Meeting of Council,4/6/2020,Paul Sharman,"Enact and pass By-law Number 18-2020, being a by-law to confirm the proceedings of Special Council at its meeting held April 6, 2020, being read a first, second and third time.",Yes,CARRIED
263,Special Meeting of Council,4/6/2020,Paul Sharman,"Amend by-law 63-2019 2020 Interim Tax Levy By-law to allow for provisional relief of penalty and interest for property taxes in the months of April and May 2020; and
Allow for provisional relief of the administration charge for returned payments as described in by-law 52-2019 (Rates and Fees By-law); and
Review the provisional relief on a monthly basis until the state of emergency to COVID is lifted.",Yes,CARRIED
264,Special Meeting of Council,4/6/2020,Paul Sharman,"Receive transmittal report BB-03-20 dated April 5, 2020; and
Adopt the proposed Physical Distancing By-law (revised), as contained in Appendix A to Report BB-03-20.",Yes,CARRIED
265,Special Meeting of Council,4/6/2020,Paul Sharman,"Enact and pass the following by-laws which are now introduced, entitled and numbered as indicated below:",Yes,CARRIED
266,Special Meeting of Council,4/6/2020,Angelo Bentivegna,"Receive and file items, having been considered by Council: ",Yes,CARRIED
267,Special Meeting of Council,4/6/2020,Angelo Bentivegna,"Adjourn this Council now to meet again at the call of the Mayor.
4:48 p.m.",Yes,CARRIED
268,Special Meeting of Council,4/6/2020,Angelo Bentivegna,"Enact and pass By-law Number 18-2020, being a by-law to confirm the proceedings of Special Council at its meeting held April 6, 2020, being read a first, second and third time.",Yes,CARRIED
